function,file,project
getInstalledApplications,an2linuxclient/app/src/main/java/kiwi/root/an2linuxclient/fragments/EnabledApplicationsPreferenceFragment.java,an2linuxclient
getInstalledApplications,an2linuxclient/app/src/main/java/kiwi/root/an2linuxclient/fragments/CustomNotificationSettingsFragment.java,an2linuxclient
getInstalledPackages,marsh-permissions/app/src/test/java/com/guavabot/marshpermissions/data/SharedPrefsAppRepositoryTest.java,marsh-permissions
getInstalledPackages,marsh-permissions/app/src/main/java/com/guavabot/marshpermissions/data/SharedPrefsAppRepository.java,marsh-permissions
getInstalledApplications,android-applications-info/app/src/main/java/com/majeur/applicationsinfo/MainLoader.java,android-applications-info
getInstalledApplications,status/app/src/main/java/com/james/status/utils/tasks/PackagesGetterTask.java,status
getInstalledApplications,heads-up/app/src/main/java/codes/simen/l50notifications/ui/ActivityAppList.java,heads-up
getInstalledApplications,nuntius-android/app/src/main/java/org/holylobster/nuntius/activity/AddApplicationBlacklist.java,nuntius-android
getInstalledApplications,systemappmover/src/main/java/de/j4velin/systemappmover/AppPicker.java,systemappmover
getInstalledPackages,netguard/app/src/main/java/eu/faircode/netguard/Rule.java,netguard
getInstalledApplications,netguard/app/src/main/java/eu/faircode/netguard/ServiceSinkhole.java,netguard
getInstalledPackages,contacticloudsync/app/src/main/java/com/granita/contacticloudsync/ui/MainActivity.java,contacticloudsync
getInstalledPackages,cameralocker/src/com/anmolahuja/cameralocker/PackageData.java,cameralocker
getInstalledPackages,appostle/app/src/main/java/nl/jalava/appostle/AppListFragment.java,appostle
getInstalledApplications,iconpack_ssc/src/fragments/MainFragment.java,iconpack_ssc
getInstalledApplications,iconpack_ssc/src/gridview/RequestIconsMain.java,iconpack_ssc
getInstalledApplications,android-app-permission-audit/src/com/carlocriniti/android/permission_explorer/DatabaseUpdateTask.java,android-app-permission-audit
getInstalledApplications,android-app-permission-audit/src/com/carlocriniti/android/permission_explorer/Database.java,android-app-permission-audit
getInstalledPackages,android-app-permission-audit/src/com/carlocriniti/android/permission_explorer/Database.java,android-app-permission-audit
getInstalledPackages,neurostudy/frameworks/cocos2d-x/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,neurostudy
getInstalledApplications,dashclock/api/src/main/java/com/google/android/apps/dashclock/api/host/DashClockHost.java,dashclock
getInstalledApplications,fullrobolectrictestsample/src/main/java/org/robolectric/tester/android/content/pm/StubPackageManager.java,fullrobolectrictestsample
getInstalledPackages,fullrobolectrictestsample/src/main/java/org/robolectric/tester/android/content/pm/StubPackageManager.java,fullrobolectrictestsample
getInstalledPackages,fullrobolectrictestsample/src/main/java/org/robolectric/res/builder/RobolectricPackageManager.java,fullrobolectrictestsample
getInstalledApplications,wifon/app/src/main/java/com/croconaut/ratemebuddy/activities/ToolbarDrawerActivity.java,wifon
getInstalledApplications,wifon/app/src/main/java/com/croconaut/ratemebuddy/utils/CommonUtils.java,wifon
getInstalledApplications,appdeck-android/import/ActionBarSherlock/actionbarsherlock-samples/fragments/src/com/actionbarsherlock/sample/fragments/LoaderCustomSupport.java,appdeck-android
getInstalledApplications,taskmanager/src/com/ggstudios/tools/taskmanager/ActivityApps.java,taskmanager
getInstalledPackages,coinflip/dependencies/lib/src/main/java/com/banasiak/coinflip/lib/Util.java,coinflip
getInstalledPackages,notification-forwarder/SMS/src/main/java/org/groebl/sms/BluetoothApps.java,notification-forwarder
getInstalledPackages,kanaquiz/app/src/main/java/com/noprestige/kanaquiz/KanaQuizMain.java,kanaquiz
getInstalledPackages,dynamicapploader/SeekPackageTool/app/src/main/java/com/wjf/seekpackagetool/MainActivity.java,dynamicapploader
getInstalledPackages,dynamicapploader/DynamicAppLoader/app/src/main/java/com/wjf/dynamicapploader/activity/MainActivity.java,dynamicapploader
getInstalledApplications,dynamicapploader/DynamicAppLoader/DroidPlugin/src/com/morgoo/droidplugin/hook/handle/IPackageManagerHookHandle.java,dynamicapploader
getInstalledPackages,dynamicapploader/DynamicAppLoader/DroidPlugin/src/com/morgoo/droidplugin/hook/handle/IPackageManagerHookHandle.java,dynamicapploader
getInstalledApplications,dynamicapploader/DynamicAppLoader/DroidPlugin/src/com/morgoo/droidplugin/pm/IPluginManagerImpl.java,dynamicapploader
getInstalledPackages,dynamicapploader/DynamicAppLoader/DroidPlugin/src/com/morgoo/droidplugin/pm/IPluginManagerImpl.java,dynamicapploader
getInstalledApplications,dynamicapploader/DynamicAppLoader/DroidPlugin/src/com/morgoo/droidplugin/pm/PluginManager.java,dynamicapploader
getInstalledPackages,dynamicapploader/DynamicAppLoader/DroidPlugin/src/com/morgoo/droidplugin/pm/PluginManager.java,dynamicapploader
getInstalledApplications,wowclockwidget/WowClockWidget/src/com/devxperiments/wowclockwidget/apppicker/AppPickerActivity.java,wowclockwidget
getInstalledApplications,appguardian/src/edu/iub/seclab/appguardian/WhiteListPreference.java,appguardian
getInstalledApplications,appguardian/src/edu/iub/seclab/appguardian/TargetListPreference.java,appguardian
getInstalledApplications,betadroid-android/BetaDroid/src/main/java/developer/macbury/betadroid/api/Store.java,betadroid-android
getInstalledPackages,kakaobot/app/src/main/java/com/suyong/kakaobot/MainActivity.java,kakaobot
getInstalledApplications,taskzy/app/src/main/java/dvik/com/taskzy/PickTaskActivity.java,taskzy
getInstalledApplications,safejumper-for-android/app/src/main/java/de/blinkt/openvpn/fragments/Settings_Allowed_Apps.java,safejumper-for-android
getInstalledApplications,deskcon-android/src/net/screenfreeze/deskcon/NotificationWhitelistActivity.java,deskcon-android
getInstalledPackages,baoliandeng/app/src/main/java/io/github/baoliandeng/core/LocalVpnService.java,baoliandeng
getInstalledApplications,randomimage/RandomImageIdea/randomImageLib/src/main/java/de/jeisfeld/randomimage/SettingsFragment.java,randomimage
getInstalledApplications,randomimage/RandomImageIdea/randomImageLib/src/main/java/de/jeisfeld/randomimage/util/SystemUtil.java,randomimage
getInstalledApplications,doapp/app/src/main/java/it/unisannio/security/DoApp/model/AppInfo.java,doapp
getInstalledPackages,mibanddecompiled/Original Files/source/src/com/xiaomi/channel/sdk/VersionManager.java,mibanddecompiled
getInstalledApplications,mibanddecompiled/Original Files/source/src/com/aps/ai.java,mibanddecompiled
getInstalledPackages,fireinstaller/app/src/main/java/com/dlka/fireinstaller/ListTask.java,fireinstaller
getInstalledApplications,package-list/app/src/main/java/me/iofel/packagelist/MainActivity.java,package-list
getInstalledApplications,bigbang/core/src/main/java/com/baoyz/bigbang/core/xposed/setting/XposedAppManagerActivity.java,bigbang
getInstalledPackages,mtransit-for-android/src/org/mtransit/android/data/DataSourceProvider.java,mtransit-for-android
getInstalledPackages,htcdotdesign/app/src/main/java/com/htc/dotdesign/util/DotDesignUtil.java,htcdotdesign
getInstalledApplications,androidvogella/de.vogella.android.apitest/src/com/example/android/apis/app/LoaderCustom.java,androidvogella
getInstalledApplications,android-recipe/Chapter04/src/jp/co/se/android/recipe/chapter04/Ch0402.java,android-recipe
getInstalledApplications,cleanexpert/app/src/main/java/org/mazhuang/cleanexpert/task/SysCacheScanTask.java,cleanexpert
getInstalledApplications,cleanexpert/app/src/main/java/org/mazhuang/cleanexpert/util/CleanUtil.java,cleanexpert
getInstalledPackages,privacybox/app/src/main/java/com/mobimvp/privacybox/ui/applock/LockAppActivity.java,privacybox
getInstalledApplications,deviceconnect-android/dConnectManager/dConnectManager/app/src/main/java/org/deviceconnect/android/observer/fragment/WarningDialogFragment.java,deviceconnect-android
getInstalledApplications,deviceconnect-android/dConnectManager/dConnectManager/app/src/main/java/org/deviceconnect/android/manager/setting/DevicePluginInfoFragment.java,deviceconnect-android
getInstalledApplications,deviceconnect-android/dConnectManager/dConnectManager/app/src/main/java/org/deviceconnect/android/manager/policy/WhitelistFragment.java,deviceconnect-android
getInstalledPackages,deviceconnect-android/dConnectManager/dConnectManager/app/src/main/java/org/deviceconnect/android/manager/plugin/DevicePluginManager.java,deviceconnect-android
getInstalledPackages,screen_launcher/flyshare_piflow_is_library/src/com/inveno/piflow/activity/ext/WFNewsDetailActivity.java,screen_launcher
getInstalledApplications,cin-nobile/appGO2/app/src/main/java/com/cin/linyuehlii/nobile/CChooseAppFrag.java,cin-nobile
getInstalledPackages,philippine-income-tax-android/Philippine Income Tax/src/main/java/ph/coreproc/android/philippineincometax/MainActivity.java,philippine-income-tax-android
getInstalledApplications,substratum/app/src/main/java/projekt/substratum/Substratum.java,substratum
getInstalledApplications,substratum/app/src/main/java/projekt/substratum/fragments/ManagerFragment.java,substratum
getInstalledApplications,substratum/app/src/main/java/projekt/substratum/common/Systems.java,substratum
getInstalledApplications,substratum/app/src/main/java/projekt/substratum/common/platform/ThemeManager.java,substratum
